,Points,Title,Description,TasterName,Taster_Twitter_Handle,Price,Designation,Variety,Region_1,Region_2,Province,Country,Winery,Vintage,County
114872,92,Williams Selyem 2011 Ferrington Vineyard Pinot Noir (Anderson Valley),"With ample power under its engine, this Ferrington Vineyard Pinot is rich in cranberry and red cherry, soft and lilting in texture yet nuanced in toasty oak. Big on the finish, it'll beautifully withstand a few more years on its own before opening, the acidity lively enough to keep flavors vibrant yet mellowed.",Virginie Boone,@vboone,65.0,Ferrington Vineyard,Pinot Noir,Anderson Valley,,California,US,Williams Selyem,,
114873,92,Jules Taylor 2011 Barrel Fermented Sauvignon Blanc (Marlborough),"Most barrel-fermented Marlborough Sauvignons will set you back close to twice as much, making this a bargain. Awesomely pungent and smoky aromas leap from the glass, followed by complex flavors that range from saline to pink grapefruit and stone fruit. Drink this full-bodied, silky-textured wine over the next year or two.",Joe Czerwinski,@JoeCz,20.0,Barrel Fermented,Sauvignon Blanc,,,Marlborough,New Zealand,Jules Taylor,,
114874,92,Pine Ridge 2010 Cabernet Sauvignon (Oakville),"This 100% Cab shows Oakville's firm tannins, balanced acids and dryness, as well as its black currant and cassis flavors, in a wine of great elegance and sophistication. It doesn't seem like an ager, but it sure is deliciously fancy to drink over the next few years with your favorite Cabernet-friendly fare.",,,80.0,,Cabernet Sauvignon,Oakville,Napa,California,US,Pine Ridge,,
114875,92,Quinta de Sant'Ana 2008 Reserva Red (Lisboa),"A serious, powerful and rich wine, it has great structure that is allied with ripe black plum fruits and a dense texture. Since the structure and fruit balance, the wine is drinkable now, although it is also likely to age. Drink before 2020.",Roger Voss,@vossroger,45.0,Reserva,Portuguese Red,,,Lisboa,Portugal,Quinta de Sant'Ana,,
114876,92,Siduri 2012 Pratt Vineyard Sexton Road Pinot Noir (Russian River Valley),"The vineyard is in a cooler part of the valley, and shows its terroir in the acid-driven sour-cherry candy and persimmon flavors. The texture is delicately silky, and the finish is complex in spices, with that acidity lingering long. Cellar it until 2018, at the very least.",,,48.0,Pratt Vineyard Sexton Road,Pinot Noir,Russian River Valley,Sonoma,California,US,Siduri,,
114877,92,Turkey Flat 2009 Mourvèdre (Barossa Valley),"Turkey Flat's Mourvèdre is perennially one of the Barossa's finest. The 2009 is a full-bodied,  creamy-textured example, with flavors of cherries jubilee grounded by savory, meaty notes. A long, mouth-coating finish completes the picture. Drink now–2018.",Joe Czerwinski,@JoeCz,50.0,,Mourvèdre,Barossa Valley,,South Australia,Australia,Turkey Flat,,
114878,92,Castello di Montepò 2009  Morellino di Scansano,"Made from 95% Sangiovese and 5% Cabernet Sauvignon, the wine leads with aromas of violet and red berry. The juicy palate delivers layers of sour cherry, cinnamon and white pepper alongside firm but polished tannins. It has both structure and finesse and while it already has depth, it will develop more complexity over the next few years. Drink 2014–2019.",Kerin O’Keefe,@kerinokeefe,50.0,,Red Blend,Morellino di Scansano,,Tuscany,Italy,Castello di Montepò,,
114879,92,Château la Varière 2011 La Grande Chevalerie Cabernet Franc-Cabernet Sauvignon (Anjou Villages Brissac),"Château la Varière produces powerful reds, and this concentrated blend is no exception. It has some licorice flavors, intense black currant acidity and a touch of smokiness from the wood aging. It is a wine to age for several years; don't drink before 2016.",Roger Voss,@vossroger,60.0,La Grande Chevalerie,Cabernet Franc-Cabernet Sauvignon,Anjou Villages Brissac,,Loire Valley,France,Château la Varière,,
114880,92,Domaine Labet 2011 Fleurs Chardonnay (Côtes du Jura),"Fruity and fragrant, this rich and complex wine also has a strong sense of acidity. Putting it all together, the wine has weight, aging potential and a fine, zesty, tight texture. It needs to age, so drink this fascinating wine from 2016.",Roger Voss,@vossroger,24.0,Fleurs,Chardonnay,Côtes du Jura,,France Other,France,Domaine Labet,,
114881,92,Fritz Haag 2012 Brauneberger Juffer Feinherb Riesling (Mosel),"Dry styles of Riesling often feel dense and expansive, but this beautifully rose-scented wine is elegant and light on its feet, with a bristling minerality. Lean apple and white peach flavors are peppered with delicate spice notes that  linger on the finish.",Anna Lee C. Iijima,,,Brauneberger Juffer Feinherb,Riesling,,,Mosel,Germany,Fritz Haag,,
114882,92,Hartford Court 2011 Old Vine Hartford Vineyard Zinfandel (Russian River Valley),"At 98 years of age, the vineyard certainly qualifies as old vine, which isn't the case with all wines so labeled. Who really knows what varieties actually constitute these ancient vineyards, but this wine is certainly rich in Zinfandel character. The wild raspberry and cherry fruits have a briary edge, suggesting the tartness of Dr. Pepper cola, the nettles of summer chamomile and the savoriness of green peppercorn. There's little question that the wine will age well, but there's no reason not to drink it now, with proper decanting.",,,55.0,Old Vine Hartford Vineyard,Zinfandel,Russian River Valley,Sonoma,California,US,Hartford Court,,
114883,92,Hartford Court 2011 Old Vine Jolene's Vineyard Zinfandel (Russian River Valley),"If you're tired of Zinfandels that are unabalanced and inelegant, try this one. Yes, the alcohol is high, but it folds perfectly into everything else. The vineyard is in the Olivet Road part of the valley, which in many ways represents the ideal terroir of the Russian River. You'll find brisk acidity and firm tannins in this wine, but also ripely appealing blackberry, cherry, cola and briary wild chamomile flavors. This seriously good wine will age until 2022.",,,55.0,Old Vine Jolene's Vineyard,Zinfandel,Russian River Valley,Sonoma,California,US,Hartford Court,,
114884,92,Archery Summit 2011 Looney Vineyard Pinot Noir (Ribbon Ridge),"The only Ribbon Ridge cuvée from Archery Summit, it makes a welcome addition to the lineup. Tart cranberry and pie-cherry fruit, citrus flesh and rind, hints of marjoram and Italian herbs combine seamlessly. Superb balance and excellent length make this a fine candidate for cellaring until 2022.",Paul Gregutt,@paulgwine ,85.0,Looney Vineyard,Pinot Noir,Ribbon Ridge,Willamette Valley,Oregon,US,Archery Summit,,
114885,92,Archery Summit 2012 Ab Ovo Pinot Gris (Dundee Hills),"The Ab Ovo is principally fermented in a concrete egg, as students of Latin might easily surmise. Richly detailed and layered, the wine displays impeccable balance, ripe citrus and tropical fruit flavors and countering acidity. The egg seems to bring out some additional minerality also.",Paul Gregutt,@paulgwine ,48.0,Ab Ovo,Pinot Gris,Dundee Hills,Willamette Valley,Oregon,US,Archery Summit,,
114886,92,Henri Bourgeois 2011 Etienne Henri  (Sancerre),"Named after a pioneer of wood-aged Sauvignon Blanc, this wine has toast as well as rounded fruit. The subtle wood focuses on enriching the fruit and bringing out its steel and citrus character. The wine can certainly age, drink until 2020.",Roger Voss,@vossroger,53.0,Etienne Henri,Sauvignon Blanc,Sancerre,,Loire Valley,France,Henri Bourgeois,,
114887,92,Hilliard Bruce 2011 Sun Pinot Noir (Sta. Rita Hills),"The descriptor “Sun” is apt, for this Pinot brims with the ripe, fruity flavors that only a brilliant, moderate climate can achieve. Raspberries and cherries flood the palate, brightened by crisp coastal acidity, and given structure by silky, complex tannins. As delicious as this wine is, it should gain bottle complexity over the next eight years.",,,55.0,Sun,Pinot Noir,Sta. Rita Hills,Central Coast,California,US,Hilliard Bruce,,
114888,92,Royal Tokaji 2007 Betsek Aszú 6 Puttonyos  (Tokaji),"Opulent and elegant, this brilliant deep-gold Tokaji has aromas of vanilla caramel, crème brûlée and candied apricot. On the palate, crisp acidity clears the path for flavors of preserved apricot and candied apple. It's full and round in the mouth, and delightful on its own or served with cheese.",Jeff Jenssen,@worldwineguys,118.0,Betsek Aszú 6 Puttonyos,Tokaji,,,Tokaji,Hungary,Royal Tokaji,,
114893,92,O. Fournier 2007 Alfa Crux Red (Uco Valley),"With classy aromas of cedar, dark berry, aged balsamic vinegar and spice, this blend of Tempranillo, Malbec and Cabernet Sauvignon is layered and holds onto its freshness and kick. Heady flavors of baked black fruits, coffee and spice finish long, with mocha notes and a creamy texture. Drink through 2017.",Michael Schachner,@wineschach,50.0,Alfa Crux,Red Blend,Uco Valley,,Mendoza Province,Argentina,O. Fournier,,
114894,92,S.A. Prüm 2005 Wehlener Sonnenuhr Old Vines Dry Riesling (Mosel),"While dry in style, S.A. Prüm's 2005 Wehlener Sonnenuhr Old Vines showcases the staggering ripeness and richness of the vintage with super concentrated flavors of peach preserve and caramel. It's round, rich and textured on the palate, with a lush orange acidity and hints of saffron, fennel and spice that linger on the finish.",Anna Lee C. Iijima,,47.0,Wehlener Sonnenuhr Old Vines Dry,Riesling,,,Mosel,Germany,S.A. Prüm,,
115119,92,Greywacke 2014 Pinot Noir (Marlborough),"Making top-flight Marlborough Pinot Noir wasn't easy in 2014, so this is an especially notable effort from Kevin Judd. Classic savory, forest-floor notes frame black-tea and plum flavors in this concentrated, richly textured wine. Drink now–2022.",Joe Czerwinski,@JoeCz,39.0,,Pinot Noir,,,Marlborough,New Zealand,Greywacke,,
115120,92,Hirsch 2014 Reserve Pinot Noir (Sonoma Coast),"A rather light-garnet color doesn't keep this wine from displaying plenty of flavor concentration, a smooth texture and nice layers of complexity. Red cherry and sour cherry dominate the palate while the mouthfeel is nicely dry and lightly tannic. Best after 2020.",Jim Gordon,@gordone_cellars,85.0,Reserve,Pinot Noir,Sonoma Coast,Sonoma,California,US,Hirsch,,
115121,92,King Family 2015 Orange Viognier (Monticello),"Winemaker Matthieu Finot deftly transforms this wine by keeping it on the skins for three weeks with a daily punch-downs, then allowing 100% malolactic fermentation during aging in neutral oak. This orange wine boasts a gorgeous bouquet of fresh apricot, orange blossom and rooibos tea. These aromas transition onto the palate where they taste concentrated and fresh. It's dry, with delicate tannins and a clean finish that lingers and evolves.",Carrie Dykes,,35.0,Orange,Viognier,Monticello,,Virginia,US,King Family,,
115122,92,La Honda Winery 2015 Sequence Pinot Noir (Santa Cruz Mountains),"There are a lot of intriguing and unique aromas on the nose of this bottling, from candied pomegranate and wild blueberry to olive, rosewater, cinnamon and carnation. Those deep fruits and exotic spices show on the sip as well, where a tense acidity leads into a tart cherry finish.",Matt Kettmann,@mattkettmann,28.0,Sequence,Pinot Noir,Santa Cruz Mountains,Central Coast,California,US,La Honda Winery,,
115125,92,Orfila 2014 Element 119 Pinot Noir (Arroyo Grande Valley),"Crushed hibiscus, rich red cherry, sweet sagebrush and chai spice make for a complex nose on this bottling. Rusty cherry rises to the fore on the soft and light palate, where a compelling texture and bright acidity go deep into the finish.",Matt Kettmann,@mattkettmann,40.0,Element 119,Pinot Noir,Arroyo Grande Valley,Central Coast,California,US,Orfila,,
115126,92,Presqu'ile 2015 Chardonnay (Santa Maria Valley),"Very light in the glass, this bottling from a very cool-climate vineyard shows a clean line of honeysuckle, crisp Asian pear and tart lime blossoms on the nose. There is great tension to the tight and tart lime-laced sip, with some nectarine ripeness in the midpalate, lots of chalky texture and a sizzle of acidity. Racy as can be, it's great now, but will last for years. Drink now through 2030.",Matt Kettmann,@mattkettmann,35.0,,Chardonnay,Santa Maria Valley,Central Coast,California,US,Presqu'ile,,
115127,92,Quinta da Alorna 2013 Marquesa da Alorna Grande Reserva Red (Tejo),"Named after the fourth Marquesa who was a noted poet, this dense and concentrated wine is all about power and intensity. It has dark tannins, bold black fruits and super-rich wood-aged flavors. It is made to age further, and will be better from 2019.",Roger Voss,@vossroger,26.0,Marquesa da Alorna Grande Reserva,Portuguese Red,,,Tejo,Portugal,Quinta da Alorna,,
115128,92,Quinta da Romaneira 2014 Touriga Nacional (Duriense),"Floral fruit gives this powerful wine a great lift, bringing out the tannins, the black fruits and acidity. Its structure is still young and packed with dark tannins, suggesting that this complex, rich wine needs further aging. Drink from 2019.",Roger Voss,@vossroger,30.0,,Touriga Nacional,,,Duriense,Portugal,Quinta da Romaneira,,
115129,92,Résonance 2015 Pinot Noir (Willamette Valley),"Maison Louis Jadot's Willamette Valley project continues to bear fruit and has increased the production of this entry-level cuvée. A lovely, chunky mix of purple and black fruit, it's beautifully proportioned, with plenty of power, lacking only the depth of the older estate vines. It finishes on a lacy note of minerality.",Paul Gregutt,@paulgwine ,45.0,,Pinot Noir,Willamette Valley,Willamette Valley,Oregon,US,Résonance,,
115130,92,Rivetto 2014 Marcarini  (Barbaresco),"This glossy and fragrant wine opens with heady woodland berry, menthol, botanical herb, iris, new leather and exotic spice aromas. The palate delivers Marasca cherry, clove, pipe tobacco and savory mineral notes held taut by fine-grained tannins and vibrant acidity.",Kerin O’Keefe,@kerinokeefe,41.0,Marcarini,Nebbiolo,Barbaresco,,Piedmont,Italy,Rivetto,,
115131,92,Sbragia 2014 Nonno's Reserve Old Vine Zinfandel (Dry Creek Valley),"Pungently earthy in cigar box and compost, this is a compact and densely powerful wine, full of blackberry-jam flavor dipped in chocolate and cinnamon spice.",Virginie Boone,@vboone,44.0,Nonno's Reserve Old Vine,Zinfandel,Dry Creek Valley,Sonoma,California,US,Sbragia,,
